"EmployeeID","MonthlyIncome","JobRole","TotalWorkingYears","Gender","Age","Education Level"
"32869","5614","Education","5","Female","56","Associate Degree"
"45867","9200","Healthcare","14","Female","26","PhD"
"29402","4725","Education","29","Female","40","Bachelor’s Degree"
"49258","6082","Technology","35","Male","56","Master’s Degree"
"20822","8131","Healthcare","15","Female","36","Bachelor’s Degree"
"30913","8701","Technology","3","Male","33","High School"
"46548","5125","Media","32","Female","49","Master’s Degree"
"49694","7704","Healthcare","2","Male","39","Associate Degree"
"14085","9332","Technology","8","Male","34","PhD"
"54458","7486","Technology","9","Male","35","High School"
"47515","8743","Healthcare","2","Male","23","High School"
"54272","9300","Healthcare","32","Male","47","High School"
"17750","6768","Healthcare","20","Male","32","High School"
"70360","5921","Finance","16","Female","41","Associate Degree"
"30828","6780","Finance","33","Male","53","Master’s Degree"
"38054","8735","Technology","5","Female","23","High School"
"3378","9501","Healthcare","11","Male","37","High School"
"20402","6842","Finance","5","Female","30","High School"
"63059","4965","Education","14","Female","30","Bachelor’s Degree"
"25764","4174","Education","20","Female","40","High School"
"26653","10838","Technology","1","Female","33","Bachelor’s Degree"
"31825","9951","Finance","16","Female","51","PhD"
"70295","5247","Media","12","Female","32","Bachelor’s Degree"
"56432","7515","Healthcare","14","Male","23","High School"
"10856","8700","Healthcare","43","Female","59","Bachelor’s Degree"
"57454","8609","Technology","10","Male","25","Associate Degree"
"37964","9773","Technology","2","Female","18","Associate Degree"
"22176","5345","Education","33","Male","43","Associate Degree"
"6242","9197","Finance","18","Female","27","High School"
"70872","4600","Finance","8","Male","30","High School"
"47513","5963","Media","2","Male","48","High School"
"53729","7948","Technology","6","Male","51","Master’s Degree"
"61596","7643","Healthcare","19","Male","27","Master’s Degree"
"13475","8070","Healthcare","10","Female","23","Master’s Degree"
"68125","8489","Finance","11","Female","40","Master’s Degree"
"25156","7908","Finance","16","Male","39","Bachelor’s Degree"
"1979","7379","Technology","3","Male","36","Associate Degree"
"63016","10046","Technology","12","Male","23","High School"
"9852","3675","Education","32","Female","59","Master’s Degree"
"74185","8656","Technology","12","Female","36","Bachelor’s Degree"
"58652","10965","Technology","14","Male","39","High School"
"71196","7740","Healthcare","15","Male","59","Associate Degree"
"66741","4463","Education","8","Male","23","Master’s Degree"
"7267","8030","Healthcare","11","Male","19","Bachelor’s Degree"
"24035","8017","Healthcare","12","Male","51","Master’s Degree"
"31492","8347","Healthcare","36","Male","52","Associate Degree"
"38962","8445","Healthcare","1","Female","54","Associate Degree"
"68088","8541","Healthcare","7","Female","40","Bachelor’s Degree"
"35084","3833","Education","13","Female","25","Bachelor’s Degree"
"31167","6444","Media","4","Female","25","Bachelor’s Degree"
"38602","7737","Technology","42","Male","51","Bachelor’s Degree"
"68729","9156","Finance","24","Male","49","Master’s Degree"
"59068","9744","Technology","1","Male","22","Master’s Degree"
"58681","10660","Technology","19","Male","34","High School"
"48853","4867","Education","13","Male","48","Bachelor’s Degree"
"66752","7825","Healthcare","12","Female","37","Bachelor’s Degree"
"11046","9361","Healthcare","12","Male","53","PhD"
"63599","8489","Technology","12","Male","47","Associate Degree"
"9559","8113","Technology","26","Male","42","High School"
"36337","4764","Education","19","Male","51","Bachelor’s Degree"
"36421","7583","Healthcare","21","Male","42","High School"
"39933","4922","Education","25","Male","51","Bachelor’s Degree"
"9549","6652","Media","11","Male","50","Associate Degree"
"40153","6360","Media","15","Male","47","Bachelor’s Degree"
"58999","5833","Healthcare","10","Male","18","Bachelor’s Degree"
"39548","7001","Media","6","Male","43","Bachelor’s Degree"
"17204","6960","Finance","4","Female","18","Bachelor’s Degree"
"44230","8693","Technology","4","Male","18","Bachelor’s Degree"
"32797","7177","Technology","4","Male","33","Bachelor’s Degree"
"10575","7267","Media","4","Female","21","PhD"
"33941","7107","Finance","8","Male","26","Bachelor’s Degree"
"16681","4200","Education","8","Female","27","Associate Degree"
"66825","7583","Healthcare","21","Female","50","Bachelor’s Degree"
"25811","10703","Finance","1","Male","44","Master’s Degree"
"61973","4414","Education","27","Female","37","Associate Degree"
"30682","8644","Technology","7","Male","43","Associate Degree"
"14576","5924","Healthcare","35","Male","49","PhD"
"41271","7043","Healthcare","7","Female","45","Master’s Degree"
"10190","5572","Media","16","Female","34","Master’s Degree"
"3452","3344","Education","14","Male","26","Bachelor’s Degree"
"8520","10574","Technology","38","Female","55","Bachelor’s Degree"
"42948","7630","Healthcare","32","Female","46","Master’s Degree"
"12543","6525","Healthcare","24","Female","44","High School"
"73259","7730","Healthcare","6","Male","21","PhD"
"73652","7006","Technology","3","Female","30","Bachelor’s Degree"
"65836","10742","Finance","40","Male","54","Master’s Degree"
"2936","3789","Education","29","Male","38","Associate Degree"
"66832","9746","Finance","34","Female","51","Master’s Degree"
"47024","5233","Education","1","Female","50","PhD"
"28504","8184","Healthcare","10","Male","20","High School"
"67148","10001","Healthcare","2","Female","41","Master’s Degree"
"17535","3889","Education","32","Female","57","High School"
"66761","8510","Finance","2","Female","29","Master’s Degree"
"33390","8742","Technology","3","Male","50","Bachelor’s Degree"
"37329","3861","Education","6","Female","38","PhD"
"39252","4492","Finance","43","Female","57","PhD"
"58170","8414","Technology","21","Female","31","Master’s Degree"
"46383","9129","Finance","5","Male","23","High School"
"29174","4755","Education","19","Male","34","High School"
"4033","4305","Education","1","Male","42","Bachelor’s Degree"
"60738","5803","Education","27","Female","58","Associate Degree"
"13890","5992","Media","24","Female","48","Bachelor’s Degree"
"20731","9045","Technology","19","Male","40","Associate Degree"
"71779","10194","Healthcare","25","Female","39","Associate Degree"
"70456","8736","Healthcare","2","Female","31","High School"
"32073","9471","Technology","5","Female","33","PhD"
"9937","8456","Healthcare","11","Male","38","Bachelor’s Degree"
"46332","5640","Media","14","Male","39","Bachelor’s Degree"
"52211","10694","Technology","27","Female","48","Associate Degree"
"58777","8055","Healthcare","2","Female","35","Bachelor’s Degree"
"42417","6453","Healthcare","11","Female","45","Bachelor’s Degree"
"18401","3162","Education","2","Male","25","Associate Degree"
"68336","5998","Media","28","Male","57","Bachelor’s Degree"
"25462","5869","Media","39","Female","56","Bachelor’s Degree"
"48259","5431","Education","25","Male","58","Bachelor’s Degree"
"17961","12696","Finance","2","Male","18","Bachelor’s Degree"
"19261","3913","Education","32","Female","46","Bachelor’s Degree"
"47037","3945","Education","17","Female","31","Associate Degree"
"25203","7107","Healthcare","44","Male","54","PhD"
"47620","8057","Healthcare","18","Male","39","Bachelor’s Degree"
"58030","8543","Healthcare","5","Male","35","Associate Degree"
"64562","6623","Healthcare","17","Male","26","High School"
"63637","4097","Education","13","Female","50","PhD"
"6020","9277","Technology","8","Male","49","Master’s Degree"
"8141","3759","Education","39","Male","55","High School"
"17021","7430","Finance","22","Male","56","High School"
"67482","9638","Technology","8","Male","20","Bachelor’s Degree"
"71086","11552","Finance","7","Male","19","Associate Degree"
"67390","8849","Finance","36","Male","47","Bachelor’s Degree"
"23048","9931","Technology","26","Male","43","Associate Degree"
"59492","9449","Finance","24","Male","36","High School"
"33881","6288","Media","23","Male","44","Associate Degree"
"59038","4664","Education","7","Male","57","Associate Degree"
"5875","8228","Technology","12","Male","33","Master’s Degree"
"67227","11742","Technology","14","Female","31","PhD"
"30066","4699","Education","10","Male","47","Master’s Degree"
"43645","7221","Healthcare","6","Male","30","Associate Degree"
"50335","5236","Education","49","Female","57","Associate Degree"
"19691","4353","Education","19","Male","36","Associate Degree"
"7830","8384","Technology","25","Male","52","PhD"
"65211","6728","Healthcare","3","Female","30","High School"
"36654","4037","Education","6","Male","32","Master’s Degree"
"34810","6036","Media","37","Female","48","Master’s Degree"
"36592","6977","Healthcare","31","Female","53","Associate Degree"
"41068","5957","Media","13","Male","24","Master’s Degree"
"53510","10588","Technology","9","Female","58","Master’s Degree"
"42495","7954","Technology","15","Male","45","Bachelor’s Degree"
"8074","7129","Technology","17","Female","47","Master’s Degree"
"34697","8781","Technology","17","Female","28","High School"
"6667","5362","Media","2","Male","19","Master’s Degree"
"40793","8588","Healthcare","9","Female","27","High School"
"42630","4770","Education","14","Female","33","Associate Degree"
"67764","10406","Technology","25","Female","54","PhD"
"36575","9248","Finance","32","Male","41","Associate Degree"
"20466","8095","Healthcare","11","Male","53","Bachelor’s Degree"
"58668","8558","Technology","3","Female","36","Bachelor’s Degree"
"36596","9679","Finance","4","Female","55","Associate Degree"
"46958","8905","Technology","4","Female","24","Bachelor’s Degree"
"10064","5627","Education","5","Male","48","Associate Degree"
"64199","7615","Technology","27","Male","48","Associate Degree"
"19909","6376","Media","2","Female","25","PhD"
"67313","5879","Education","17","Female","50","High School"
"2374","4210","Education","21","Male","32","Associate Degree"
"48244","6174","Media","46","Male","57","Master’s Degree"
"7845","5284","Education","17","Male","25","Master’s Degree"
"18121","7081","Healthcare","14","Female","52","Bachelor’s Degree"
"45635","6983","Technology","21","Male","45","PhD"
"65290","6590","Media","11","Male","42","Master’s Degree"
"23716","9166","Technology","23","Female","48","Associate Degree"
"3155","5781","Media","12","Male","21","Master’s Degree"
"60286","5566","Media","9","Male","38","Bachelor’s Degree"
"56396","9523","Technology","30","Male","51","Bachelor’s Degree"
"14492","7988","Finance","25","Male","34","High School"
"44381","6782","Media","4","Male","21","High School"
"8414","9266","Technology","4","Female","28","Master’s Degree"
"25162","12276","Technology","6","Female","30","Bachelor’s Degree"
"67688","9075","Technology","19","Female","42","Bachelor’s Degree"
"16719","6583","Finance","1","Male","22","Bachelor’s Degree"
"60199","8996","Healthcare","17","Male","33","Associate Degree"
"54600","6038","Technology","4","Male","22","Associate Degree"
"40530","7134","Finance","21","Male","37","Bachelor’s Degree"
"25214","9963","Technology","15","Male","53","Bachelor’s Degree"
"24771","8727","Finance","7","Male","51","Bachelor’s Degree"
"6039","10184","Technology","40","Male","58","Associate Degree"
"56339","4671","Education","11","Female","48","PhD"
"8604","8534","Finance","9","Female","39","High School"
"57360","3327","Education","8","Female","29","Associate Degree"
"70086","2652","Education","15","Female","25","Bachelor’s Degree"
"48579","5411","Media","26","Female","41","Associate Degree"
"34221","7893","Healthcare","8","Female","44","High School"
"26084","8772","Healthcare","31","Female","52","Bachelor’s Degree"
"22597","8033","Finance","27","Male","55","High School"
"60379","4917","Education","3","Female","58","High School"
"1508","8975","Healthcare","11","Female","49","High School"
"25171","5767","Media","25","Male","47","Bachelor’s Degree"
"30837","8224","Finance","21","Male","37","High School"
"12477","9144","Healthcare","32","Female","53","High School"
"28255","8643","Finance","28","Male","54","Bachelor’s Degree"
